128,2026-04-01T19:27:10.991818,2026-04-01T19:34:33.702166,SOLV/USDT,BUY,0.003871,0.003889,0.031784790481118125,0.26453112890726488,0.024086911536471804,"Trailing (ATR)",1,1.238e-05,0.0,65.357883521127803,55.573841406089493,"🔴",0.23249806251614294,0.49082924308963888,,RANGE,59.546613948212723,0.0,0.004143,0.00013819122255573601,0
127,2026-04-01T19:24:32.329168,2026-04-01T19:33:15.698122,ONG/USDT,BUY,0.06955,0.06987,0.031197235819176657,0.25964054636951961,0.024086380650734238,"Trailing (ATR)",1,-0.00276121,0.0,58.466646103806433,51.726988066048421,"🟢",0.5751258087706651,0.51761322789360065,,RANGE,58.045801500479378,0.0,0.07399,0.0019718075447254487,0
126,2026-04-01T19:27:08.924839,2026-04-01T19:33:00.077115,VVV/USDT,BUY,6.864,6.894,0.028403380938502327,0.23662587412587771,0.024059457883998835,"Trailing (ATR)",1,5.0e-05,0.0,52.15219369263599,38.718723720225789,"🔴",0.17482517482516852,0.48076923076923611,,RANGE,57.498113360669876,0.0,6.941,0.19835612256559559,0
125,2026-04-01T19:27:05.464932,2026-04-01T19:30:15.503435,ONT/USDT,BUY,0.1163,0.117,0.060425660842457186,0.40128976784179377,0.030206356705689046,"TP2 (3.6%)",1,-0.00041013,0.0,57.337269597037782,65.73428694813191,"🟢",0.60189165950129508,0.60189165950129508,,RANGE,60.081508696079247,0.0,0.135,0.0086894735766603615,0
124,2026-04-01T19:24:45.856057,2026-04-01T19:29:15.404914,TRIA/USDT,SELL,0.0246,0.02481,-0.12664442636289586,-1.0545121951219447,0.024122050447518306,"Hard SL (-10.0%)",1,5.0e-05,0.0,29.930889756921772,38.396115899276516,"⚪",0.85365853658535928,-0.36585365853658458,,RANGE,55.735595643520355,0.0,,0.00084160113024995468,0
123,2026-04-01T19:24:47.337390,2026-04-01T19:29:02.184839,AIOT/USDT,BUY,0.01442,0.01451,0.050962447844227918,0.42350901525658657,0.024141863699582752,"TP2 (3.6%)",1,0.00039371,0.0,64.450327415290118,38.041242983001958,"🟢",-0.1386962552011039,0.62413314840499168,,RANGE,58.170318841934197,0.0,0.01533,0.00064781301389702623,0
122,2026-04-01T18:49:24.212177,2026-04-01T18:58:29.823834,TWT/USDT,BUY,0.3866,0.3879,0.016227483273289451,0.13592860838076135,0.023916623777663407,"Trailing (ATR)",1,1.008e-05,0.0,61.274415398859787,46.000133849929249,"🔴",0.28453181583031295,0.38799793067770338,,RANGE,55.917011307345497,0.0,0.4285,0.010569887741734832,0
121,2026-04-01T18:02:23.275790,2026-04-01T18:19:43.735779,MON/USDT,SELL,0.02396,0.02387,0.021076218242398904,0.17600166944908099,0.023905039566847145,"Trailing (ATR)",1,5.0e-05,0.0,43.768397153434123,22.663906555035627,"⚪",0.041736227045087906,0.4173622704507487,,RANGE,55.080219513840142,0.0,0.02356,0.00043062315483905628,0
120,2026-04-01T18:02:28.807505,2026-04-01T18:17:50.117771,TRIA/USDT,SELL,0.02472,0.02473,-0.091552108890981837,-0.240493527508089,0.076152258783163715,DEGRADED_SHORT_THESIS_INVALIDATED_57.1,1,5.0e-05,0.0,30.455627768686995,36.142432035765914,"⚪",0.768608414239493,0.28317152103560117,,RANGE,60.692287143733765,57.101163191927796,,0.00087925338182835,0
119,2026-04-01T18:00:44.037960,2026-04-01T18:15:44.837517,XPL/USDT,BUY,0.106,0.106,-0.024,-0.2,0.024,DEGRADED_CONFIDENCE_FLOOR_VIOLATED_35.7,1,5.0e-05,0.0,68.021278395969034,43.736592511606794,"⚪",0.47169811320754757,0.37735849056603549,,RANGE,57.260885013474351,35.684027777777772,,0.0023718744919131616,0
